,name,age,location,gender,join_date,total tweets,followers,following,verified,tweet,likes,retweets,date,word count,launguage,is quote,hashtags,trending,tweet id
88,Jubajub8,,,,2019-10-31,130301,19,104,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,2479,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929490829314
89,te2hcantik,,,,2020-08-09,1976,6,51,False,RT @thepopquote: the weeknd / call out my name https://t.co/xfsqx7jVr8,0,1318,2023-01-09,10,en,False,[],,1612459929490821125
90,aquadreams237,,,,2014-10-03,29208,115,209,False,RT @JackPosobiec: Keyboard warriors like @SikorskiRadek will hoist Ukraine flags in their profiles and brag about how brave they are and sc…,0,78,2023-01-09,22,en,False,[],,1612459929473777665
91,Kakusaurus,,,,2020-01-29,3833,35,393,False,RT @salaciouspeachy: Cherry is your new goth mommy 🍒 https://t.co/EGwC55eFt0,0,787,2023-01-09,10,en,False,[],,1612459929469857792
92,yujulvrs,,,,2018-11-19,168508,655,726,False,RT @kdramadaisy: THEY ARE TAKING EACH OTHER'S PICTURES 😭😭😭 drop it all we wanna see them too https://t.co/wUtQna2hKh,0,33,2023-01-09,18,en,False,[],,1612459929461456897
93,peachyyk94,,,,2020-10-29,21134,822,823,False,"RT @JINYOUNG: PARK JIN YOUNG The 1st Album 
'Chapter 0: WITH'
Schedule Poster

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH
#BHEn…",0,4626,2023-01-09,15,en,False,"[{'text': '박진영', 'indices': [97, 101]}, {'text': 'ParkJinYoung', 'indices': [102, 115]}, {'text': 'Chapter0', 'indices': [117, 126]}, {'text': 'WITH', 'indices': [128, 133]}]",,1612459929453072385
94,Praveenk_3557,,,,2021-07-09,6975,680,986,False,RT @SSMusicTweet: #Thalapathy @actorvijay Makkal Iyakkam flags flying high in Canada ahead of #varisu release 😍😍 #varisupongal #varisutrail…,0,335,2023-01-09,18,en,False,"[{'text': 'Thalapathy', 'indices': [18, 29]}, {'text': 'varisu', 'indices': [94, 101]}, {'text': 'varisupongal', 'indices': [113, 126]}]",,1612459929453068291
95,lilirazthafaRii,,,,2010-04-08,8969,52,160,False,"unwell. Undergoing 'if moralizing, clinging Forever.
؟?
نمشے

🔹KT22🔹
🔹KT22🔹
🔹KT22🔹",0,0,2023-01-09,6,en,False,[],,1612459929452920832
96,piitass,,,,2019-01-09,1587,207,206,False,RT @ihythreat: you’d think i’m a btch whole time i’m just overstimulated,0,7922,2023-01-09,12,en,False,[],,1612459929448902658
97,Selfmusinssr,,India,,2021-12-15,215742,160,147,False,RT @Sakshi44844528: Inspired By Sushant Singh Rajput 🌟,0,3,2023-01-09,8,en,False,[],"['#GurinderDhawan', '#CrazyDealsoniPhone', '#GetOutRavi', '#MissionMajnu', '#DominantTHUNIVUBookings', 'VIRTUOUS SOUL MUNAWAR', 'Bumrah', 'Naseem Shah', 'Bear Grylls', 'Rohit Sharma', 'Ishan', '$KKMA', 'iPhone 14', 'Zerodha', 'Assembly', 'Kolar', 'ODIs', 'FANS DEMAND ANKIT IN BB', 'राहुल गांधी', 'SSRCase A Turning Point', 'Indore', 'Madhya Pradesh', '#VarisuBORampageIn2D', '#Edge30FusionVivaMagenta', '#देश_की_आवाज़_राहुल', '#MassMogudu', '#VanakkamUPGIS23', '#MotorolaXPantoneColourOf2023', '#motoxstylelistings', '#CelebrationOfVarisu', '#UPSCCompensatoryAttempt2023', '#PakistanEconomy', '#ChickenBigMacLaunch', '#Amul', '#UPSCAspirantsProtest', '#SidharthMalhotra', '#RSSodhi', '#tcsq3', '#slicepurplemonth', '#VeeraSimhaReddyOnJan12th', '#PathaanTrailerTomorrow', '#SaalNahi_Salaar_Hai', '#FatimaSheikh', '#Goodachari2', '#DwainePretorius', '#ShaakuntalamTrailer', '#MoonRiseOutTomorrow', '#realme10', '#Siddaramaiah', '#TheNightManager']",1612459929440522244
98,jenangxz,,,,2022-12-07,76,85,135,False,I hate tuesday,0,0,2023-01-09,3,en,False,[],,1612459929440489475
99,ms_nonsoo,,Nigeria,,2022-07-17,1811,91,72,False,"RT @_Pammy_DS_: The older you get, the more you choose calm over chaos and distance over disrespect. You have absolutely no desire for conf…",0,6202,2023-01-09,24,en,False,[],"['#LowkeyByDrSpartaa', '#MondayMotivation', 'Chelsea', 'Potter', '#KongaAt40', '#MCICHE', '#Beyondextraordinary', 'Ojota', 'Tuchel', 'Yoruba Nation', 'Datti', 'Roberto Martinez', 'Happy New Week', 'BEAUTY X BEENAVY FOREVER', 'BET QUEEN OF BEENAVY', 'Belgium', 'Stop Brymo', 'Raymond Dokpesi', 'Chew', 'Channels TV', 'DEAR PHYNA', 'Airtel', 'Portugal', 'PHYNA X PHYNATION FOREVER', 'London', 'Igbo', 'Studied', 'Ward-Prowse', 'tomorrow is monday', 'IT IS RAINING MIRACLES ALREADY', 'CHI CHI IS TURNING 23', 'Christensen', 'Mahrez', 'Pedri', 'Brekete', 'Jin Mu', 'SWEETNESS AT 23', 'Kessie', 'National Theatre', 'Gallagher', 'Savic', 'WHERE IS BELLA', 'iFitness', 'Special Purpose Vehicle', 'Yola', 'Weghorst', 'Banga', 'Rufai Oseni', 'SHEGGZ WE STAN', 'Speedy']",1612459929440325634
100,Jessica36075936,,,,2022-12-16,514,0,3,False,# Member states recommend emergency interventions in energy market to protect households and consumers 🍓🍅🥕🌽🍳🥚🍲🍐🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓🍐🥨🍎🍳Joachim Nagel reflects concerns over plan to counter divergence in eurozone borrowing costs,0,0,2023-01-09,27,en,False,[],,1612459929431859202
101,queminie,,,,2010-08-01,15485,258,322,False,"RT @bangtinyboyys: What a happy time this was
https://t.co/ZGFHMCmY64",0,29,2023-01-09,8,en,False,[],,1612459929431834625
102,AnujPadhan8,,,,2022-06-25,10878,20,12,False,"RT @karamje93438423: Saint Dr. @Gurmeetramrahim Singh Ji Insan says that by practicing Meditation continuously, our willpower increases, By…",0,94,2023-01-09,18,en,False,[],,1612459929411137536
103,GuapoKon,,,,2012-07-30,112347,1530,642,False,"RT @Ballislife: Kyrie Irving scored 29 PTS &amp; the Nets have won 18 of their last 20 games! #NetsWorld 

 https://t.co/6SobtaV7MI",0,44,2023-01-09,21,en,False,"[{'text': 'NetsWorld', 'indices': [94, 104]}]",,1612459929394384903
104,mattskeyy2,,,,2022-08-14,2088,42,47,False,RT @maryshilen: me is drained,0,1,2023-01-09,5,en,False,[],,1612459929390157831
105,tarbooj6,,,,2022-09-05,10303,544,698,False,"RT @cric7drs: Believe you can and you’re halfway there~drs

VIRTUOUS SOUL MUNAWAR",0,8,2023-01-09,11,en,False,[],,1612459929385979909
106,BPh0Enix11,,"Tamil Nadu, India",,2022-11-19,8306,64,158,False,"RT @BlackWid20: The Mastermind &amp; Brilliant contestant of BB6🔥
Her strategy, master play, and wit always outsmarts the other contestants🔥💥
A…",0,13,2023-01-09,19,en,False,[],[],1612459929385979908
107,FavourGerman,,,,2017-08-02,1989,31,37,False,"RT @ESPNUK: Reminder: In his first 15 months in charge of Chelsea, Thomas Tuchel reached SIX finals 🏆👏 https://t.co/kUXYMYp2mU",0,994,2023-01-09,19,en,False,[],,1612459929373184000
108,Exol_MA_614,,,,2022-08-09,23308,11916,2890,False,"RT @iyagirL2016: @sof1azara03's giveaways, Good Luck! 🌞🌚

$300 https://t.co/drSLgaVdkg

$100 https://t.co/94NY7NXDzH

$100 https://t.co/iXY…",0,5,2023-01-09,10,en,True,[],,1612459929369194497
109,AlviAlgaz,,,,2020-01-03,207726,1095,761,False,RT @LiteJennie: continue engaging to jennie's ig post so it will not going to shadowbanned again,0,2,2023-01-09,16,en,False,[],,1612459929364987905
110,diminieparadise,,,,2020-07-24,139467,562,825,False,"URGENT MEDICAL HELP NEEDED ‼️
Please  RT ‼️ PLEDGE ‼️ FOSTER ‼️ ADOPT ‼️ RESCUE ‼️ URGENT ‼️#AdoptDontShop #Caturday #FostersSaveLives #cat #cats #fosteringsaveslives
#CatsOfTwitter #CatsOnTwitter https://t.co/YrKuwiOTdG",0,0,2023-01-09,25,en,True,"[{'text': 'AdoptDontShop', 'indices': [92, 106]}, {'text': 'Caturday', 'indices': [107, 116]}, {'text': 'FostersSaveLives', 'indices': [117, 134]}, {'text': 'cat', 'indices': [135, 139]}, {'text': 'cats', 'indices': [140, 145]}, {'text': 'fosteringsaveslives', 'indices': [146, 166]}, {'text': 'CatsOfTwitter', 'indices': [167, 181]}, {'text': 'CatsOnTwitter', 'indices': [182, 196]}]",,1612459929356632066
111,Tuphlos,,,,2009-02-12,402421,10364,3408,False,Great news! https://t.co/OgzIsZBUnh,0,0,2023-01-09,3,en,True,[],,1612459929344036864
112,Hadi_9984,,,,2022-09-23,10849,12,13,False,"RT @1500tasvir_en: Thanks to the people’s presence in great numbers in front of Rajai Shahr Prison during the night; the Islamic Republic,…",0,1552,2023-01-09,22,en,False,[],,1612459929343852546
113,ejames500,,CheshireEngland/Alicante Spain,,2011-03-04,109321,5635,5125,False,RT @WalesRoyals: Our Princess is so beautiful ❤ https://t.co/RQPWggMGNA,0,37,2023-01-09,9,en,False,[],[],1612459929343754241
114,yeomavie,,,,2022-12-29,643,56,170,False,"RT @JINYOUNG: PARK JIN YOUNG The 1st Album 
'Chapter 0: WITH'
Schedule Poster

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH
#BHEn…",0,4626,2023-01-09,15,en,False,"[{'text': '박진영', 'indices': [97, 101]}, {'text': 'ParkJinYoung', 'indices': [102, 115]}, {'text': 'Chapter0', 'indices': [117, 126]}, {'text': 'WITH', 'indices': [128, 133]}]",,1612459929335480320
115,__Randy__Watson,,,,2022-02-23,2814,213,630,False,Couldn’t agree more. Not only does it sound a bit w@nky but it also makes you sound like a Harry Potter character https://t.co/1DkScuNTqz,0,0,2023-01-09,23,en,True,[],,1612459929331466243
116,brooidk1,,,,2019-01-20,5456,160,538,False,RT @daylightlvrs: i am forever thinking about harry’s whistles in changes  https://t.co/Y6upJ374dD,0,184,2023-01-09,13,en,False,[],,1612459929327271936
117,GGFroyd,,,,2022-12-06,391,9,73,False,"RT @Twitch_Absenz: Winner picks - 21 minutes
- Retweet
- Follow https://t.co/GAV2HNBQmK w/ 🔔 and proof or rerolled https://t.co/wgtpXtAgh9",0,45,2023-01-09,17,en,False,[],,1612459929327251461
118,Anjali11984071,,,,2020-12-03,258,0,1,False,"RT @notyourseher: He’s so cute when he said : ek toh priyanka hai ….. Priyanka Di hai😂❤️

#PriyankaChaharChoudhary #PriyAnkit 
CHOUDHARY SI…",0,387,2023-01-09,20,en,False,"[{'text': 'PriyankaChaharChoudhary', 'indices': [90, 114]}, {'text': 'PriyAnkit', 'indices': [115, 125]}]",,1612459929323048960
119,IU66850521,,,,2020-07-28,76973,1250,1007,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4100,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929310486535
120,ianrweeks,,,,2012-09-24,111683,3001,1084,False,What about those of us who don't live in Leeds? https://t.co/2pmeciOIv4,0,0,2023-01-09,11,en,True,[],,1612459929310314497
121,VBullullard,,,,2020-08-19,78715,1654,731,False,"RT @LqLana: Trump &amp; cohorts stoked Brazil’s Congress attack. Before the elections, they had their nasty hands all in it spreading baseless…",0,10,2023-01-09,22,en,False,[],,1612459929310302210
122,multbiased,,,,2020-10-15,4155,5,178,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,2488,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929297723392
123,Time_line_3,,,,2022-08-21,11052,509,253,False,"RT @wittyyrich: Don’t waste your money on women, alcohol and unnecessary hiring of cars. Save that money. Let people call you mean or broke…",0,124,2023-01-09,24,en,False,[],,1612459929293537281
124,GreywarenVeni,,,,2022-01-03,24156,225,405,False,RT @pynchbot: Ronan took Adam to the Barns.,0,2,2023-01-09,8,en,False,[],,1612459929285324801
125,CrickCups,,,,2022-10-07,5809,8,1,False,We are in a new cold war in space: China plans to take control of the Moon https://t.co/MqoWVT5QYU,0,0,2023-01-09,17,en,False,[],,1612459929272557571
126,mintjinyoung22,,,,2020-10-26,2674,49,93,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4099,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929268539393
127,durianbaebae,,,,2012-06-25,154352,902,131,False,"RT @seurrene_: knetz: Should all idols be expected to have talents to sing ""live"" as singers?
red velvet: https://t.co/ed5cbr08Tp",0,1594,2023-01-09,18,en,False,[],,1612459929260142592
128,CFCUdbhav,,,,2022-03-11,47908,136,558,False,RT @CFCPys: Behdad Egbhali has informed Graham Potter they still see him as the right manager and fit for long term vision. Plan is to not…,0,287,2023-01-09,26,en,False,[],,1612459929255964673
129,Myra21680429,,,,2022-12-08,67,0,2,False,Jared Jerome Geraldine Brook Guy Donne Buck Gissing #珠海 https://t.co/V0lCfaJ41x,0,0,2023-01-09,10,en,False,"[{'text': '珠海', 'indices': [52, 55]}]",,1612459929251778562
130,imannnrsln,,,,2011-10-17,123471,1358,580,False,cant imagine life without him,0,0,2023-01-09,5,en,False,[],,1612459929251753984
131,RonnieTruten,,"Nonyabusiness, California",,2014-06-04,5663,44,4,False,RT @itsCSB__: PAY MYLES TURNER WHATEVER HE WANTS HE NEEDS TO BE A PACER FOR LIFE,0,30,2023-01-09,16,en,False,[],[],1612459929251495936
132,Pippa01525057,,,,2022-08-02,21994,8,1,False,$ENB *ALL THESE LEVELS POSTED AHEAD OF TIME BEFORE THE MARKET OPENED..   https://t.co/EsQtbcCJ9X,0,0,2023-01-09,15,en,False,[],,1612459929247567872
133,ilovemypets56,,,,2016-06-22,37370,7266,6891,False,RT @ByDonkeys: Johnson's legacy: he got the big calls wrong https://t.co/R4i2a84WhY,0,18614,2023-01-09,11,en,False,[],,1612459929239015426
134,girlaple,,,,2009-08-20,8925,16,27,False,"fending Disarm luminously quipped ‘We’ There.
؟?
نمشے

🔹H80🔹
🔹H80🔹
🔹H80🔹",0,0,2023-01-09,6,en,False,[],,1612459929234800641
135,0Jobj,,,,2020-06-04,8631,1686,142,False,Marjorie Butler Marjorie Butler Andy Patrick Marjorie Butler https://t.co/o3bQcx9e1C,0,0,2023-01-09,9,en,False,[],,1612459929230807040
136,DellTechUK,,United Kingdom,,2010-10-01,14865,7926,2809,False,"Emerging trends, expected challenges: is your infrastructure ready for 2023 and beyond? Join our Customer Solution Center sessions to learn more about what's new in data storage &amp; protection:  https://t.co/1BONpV9COt https://t.co/RgUzxylS12",0,0,2023-01-09,32,en,False,[],[],1612459929230610433
137,bammark2547,,,,2017-06-26,6031,17,212,False,RT @kdramatreats: Light and Shadow couple who invented chemistry 🥰 https://t.co/M8MDq5wbXk,0,179,2023-01-09,11,en,False,[],,1612459929222406145
138,lunamie8,,,,2020-08-06,104062,616,1104,False,"RT @S2lomatzve: seonghwa said sometimes there was atinys who said sorry that they can't make ateez get the first place, he said really don'…",0,349,2023-01-09,24,en,False,[],,1612459929214025728
139,TeshawnTizzy,,,,2011-07-28,77881,2009,750,False,"I pray whatever you wish to aspire in this life of sins, you find it with ease 🙏🏾",0,0,2023-01-09,18,en,False,[],,1612459929209544704
140,v9Fsikx,,,,2022-11-26,6,1,1,False,RT @frillnts: rude #talkximg,0,10,2023-01-09,4,en,False,"[{'text': 'talkximg', 'indices': [19, 28]}]",,1612459929205637122
141,quineali,,,,2013-07-28,192210,2863,3969,False,"RT @C19IsAirborne: When people say Covid's just the flu, why on earth they'd want the flu? It makes you very ill, it hurts all over &amp; you c…",0,60,2023-01-09,28,en,False,[],,1612459929205366785
142,Revir133,,,,2022-09-18,6854,21,21,False,"These lives are in immediate danger 
#MohammadGhobadlou and
#MohammadBroghani have been transferred to solitary confinement and may be executed in the next few hours
Please, be their voice
#MahsaAmini 
@YeOne_Rhie 
@ilkhanipour 
@chelseahartisme 
@JasonMBrodsky",0,0,2023-01-09,30,en,False,"[{'text': 'MohammadGhobadlou', 'indices': [37, 55]}, {'text': 'MohammadBroghani', 'indices': [60, 77]}, {'text': 'MahsaAmini', 'indices': [189, 200]}]",,1612459929205350400
143,kp_irish,,,,2013-01-13,8683,258,187,False,RT @PatDowney: seent people cross me say they sry but aint make it right⁉️,0,1,2023-01-09,14,en,False,[],,1612459929196953601
144,tZyncZV2OIOwdtX,,,,2020-04-06,7650,15,78,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4100,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459929193025536
145,_LigiTerra,,,,2015-06-09,6349,284,142,False,i’m yet to see lash extensions that look flattering,0,0,2023-01-09,9,en,False,[],,1612459929188827138
146,mfdcnbot,,,,2022-07-14,8317,7,0,False,"you said you'd never let me go...
i didn't know how those words
would come back to haunt me",0,0,2023-01-09,17,en,False,[],,1612459929188827136
147,FrncscPltn,,,,2011-12-11,142593,1731,1968,False,"RT @60sPsychJukebox: January 9th 1963, Charlie Watts joins The Rolling Stones, replacing Tony Chapman as their drummer. Chapman was the per…",0,1,2023-01-09,21,en,False,[],,1612459929188663296
148,tangotiger,,,,2009-05-13,59764,27045,148,True,"Batting Average Begone: Quint Mattingly v Quint Strawberry

https://t.co/WCSY4Y7Cih https://t.co/f1kDWlDA6C",0,0,2023-01-09,9,en,False,[],,1612459929184485377
149,viorey_art,19.0,,,2020-01-03,18,61,1024,False,"[NSFW warning] Happy b-day my sweet Thoma

#GenshinImpact #thomato #thomatocanon #thoma #thomagenshinimpact #ayato #ayatogenshinimpact #GenshinMemes https://t.co/pDo6qDwEby",0,0,2023-01-09,15,en,False,"[{'text': 'GenshinImpact', 'indices': [43, 57]}, {'text': 'thomato', 'indices': [58, 66]}, {'text': 'thomatocanon', 'indices': [67, 80]}, {'text': 'thoma', 'indices': [81, 87]}, {'text': 'thomagenshinimpact', 'indices': [88, 107]}, {'text': 'ayato', 'indices': [108, 114]}, {'text': 'ayatogenshinimpact', 'indices': [115, 134]}, {'text': 'GenshinMemes', 'indices': [135, 148]}]",,1612459929184477184
150,ShadowsOfNight3,,,,2019-02-16,2582,48,8,False,"RT @MillsReggie: hi, don’t cry, you’ve done your best so far.",0,434,2023-01-09,11,en,False,[],,1612459929180471296
151,PratikN56457838,,,,2022-12-21,2081,4,7,False,"RT @TweetsViaMicky: What I'm dreaming about ;(

~   Ankit gets a call from BB, 

~  He called me to tell this. 

~  I was like r u serious…",0,167,2023-01-09,31,en,False,[],,1612459929176256513
152,pr_ash15,,,,2014-05-22,7095,149,107,False,"RT @sf9_charts: .@SF9official on Bugs Chart — 1/9, 23:00 KST

#13 Puzzle (+2)
#20 Love Colour (+12)
#22 New World (+9)
#23 Fighter (+7)
#24…",0,52,2023-01-09,20,en,False,[],,1612459929172054017
153,DickLongstride,,,,2022-06-06,10801,127,41,False,RT @KatStryker111: @RyanNoe10 @itsmeeteetee Thanks for reporting🙏 damn scammers,0,0,2023-01-09,9,en,False,[],,1612459929159221253
154,JigglyLizzie,,,,2017-06-11,3224,31,236,False,RT @HexHaywire: rt if women,0,759,2023-01-09,5,en,False,[],,1612459929155112962
155,resoliss,,,,2016-01-23,27036,399,546,False,RT @livewithnoregrt: heavy on personal growth this year.,0,30210,2023-01-09,8,en,False,[],,1612459929150914564
156,mrakitoye,,"Accra, Ghana",,2009-09-07,2630,235,940,False,RT @UtdPlug: 🚨🇳🇱 JUST IN: Wout Weghorst is on his way to #MUFC. @ADnl,0,219,2023-01-09,14,en,False,"[{'text': 'MUFC', 'indices': [57, 62]}]","['White House', 'Meek Mill', 'Jubilee House', 'Addo D', '#daterush', 'Potter', 'Twene Jonas', 'Flagstaff', 'Chelsea', 'Roberto Martinez', 'Tuchel', 'Presidency', 'Portugal', '#MCICHE', 'Belgium', 'Ghanaians', 'Angel', '#KumasiTweepsFootballMatch', '#MondayMotivation', 'Koulibaly', '#CitiCBS', 'Blacko', 'Dembele', 'Asakaa', 'National Security', 'Kessie', 'AirPods', 'Roma', 'Mahrez', 'La Meme', 'Busquets', 'Kai Havertz', 'WHERE IS BELLA', 'Alvarez', 'DEAR PHYNA', 'Taylor', 'Tyler Perry', 'Ansu', 'Atletico Madrid', 'PHYNA X PHYNATION FOREVER', 'Shatta', 'Araujo', 'Hollywood', 'BREAKING NEWS', 'Christensen', 'Caleb Kudah', 'Napoli', 'Black Sherif', 'Captain Smart', 'Crystal Palace']",1612459929146916865
